"steam_id","stat_ts","peak_players"
"1974050","1776326400000","784"
"1974050","1776330000000","3262"
"1974050","1776333600000","18039"
"1974050","1776337200000","20029"
"1974050","1776340800000","20371"
"1974050","1776344400000","20442"
"1974050","1776348000000","20534"
"1974050","1776351600000","20700"
"1974050","1776355200000","20797"
"1974050","1776358800000","19835"
"1974050","1776362400000","21471"
"1974050","1776366000000","22626"
"1974050","1776369600000","23893"
"1974050","1776373200000","25253"
"1974050","1776376800000","26169"
"1974050","1776380400000","26509"
"1974050","1776384000000","25928"
"1974050","1776387600000","24826"
"1974050","1776391200000","23882"
"1974050","1776394800000","22786"
"1974050","1776398400000","21290"
"1974050","1776402000000","19709"
"1974050","1776405600000","17918"
"1974050","1776409200000","16538"
"1974050","1776412800000","15905"
"1974050","1776416400000","15767"
"1974050","1776420000000","15966"
"1974050","1776423600000","16187"
"1974050","1776427200000","16457"
"1974050","1776430800000","17134"
"1974050","1776434400000","18303"
"1974050","1776438000000","19177"
"1974050","1776441600000","21050"
"1974050","1776445200000","22102"
"1974050","1776448800000","22920"
"1974050","1776452400000","23664"
"1974050","1776456000000","25182"
"1974050","1776459600000","26390"
"1974050","1776463200000","27091"
"1974050","1776466800000","27216"
"1974050","1776470400000","26711"
"1974050","1776474000000","25733"
"1974050","1776477600000","0"
"1974050","1776481200000","23507"
"1974050","1776484800000","22325"
"1974050","1776488400000","20712"
"1974050","1776492000000","18853"
"1974050","1776495600000","17400"
"1974050","1776499200000","16512"
"1974050","1776502800000","16314"
"1974050","1776506400000","16335"
"1974050","1776510000000","16371"
"1974050","1776513600000","16698"
"1974050","1776517200000","17431"
"1974050","1776520800000","18401"
"1974050","1776524400000","19229"
"1974050","1776528000000","21390"
"1974050","1776531600000","22586"
"1974050","1776535200000","23434"
"1974050","1776538800000","24226"
"1974050","1776542400000","25533"
"1974050","1776546000000","26611"
"1974050","1776549600000","27296"
"1974050","1776553200000","27129"
"1974050","1776556800000","26144"
"1974050","1776560400000","25077"
"1974050","1776564000000","24000"
"1974050","1776567600000","22625"
"1974050","1776571200000","21165"
"1974050","1776574800000","18937"
"1974050","1776578400000","16768"
"1974050","1776582000000","14876"
"1974050","1776585600000","13913"
"1974050","1776589200000","13467"
"1974050","1776592800000","13107"
"1974050","1776596400000","11737"
"1974050","1776600000000","12409"
"1974050","1776603600000","12582"
"1974050","1776607200000","13148"
"1974050","1776610800000","14089"
"1974050","1776614400000","14777"
"1974050","1776618000000","16019"
"1974050","1776621600000","17446"
"1974050","1776625200000","19238"
"1974050","1776628800000","21095"
"1974050","1776632400000","22522"
"1974050","1776636000000","23643"
"1974050","1776639600000","23927"
"1974050","1776643200000","23580"
"1974050","1776646800000","22557"
"1974050","1776650400000","21591"
"1974050","1776654000000","20554"
"1974050","1776657600000","19226"
"1974050","1776661200000","17483"
"1974050","1776664800000","15623"
"1974050","1776668400000","14069"
"1974050","1776672000000","13370"
"1974050","1776675600000","12864"
"1974050","1776679200000","12565"
"1974050","1776682800000","11692"
"1974050","1776686400000","11898"
"1974050","1776690000000","12091"
"1974050","1776693600000","12518"
"1974050","1776697200000","13352"
"1974050","1776700800000","14203"
"1974050","1776704400000","15369"
"1974050","1776708000000","16815"
"1974050","1776711600000","18515"
"1974050","1776715200000","20346"
"1974050","1776718800000","21851"
"1974050","1776722400000","22619"
"1974050","1776726000000","22793"
"1974050","1776729600000","22592"
"1974050","1776733200000","21887"
"1974050","1776736800000","21002"
"1974050","1776740400000","20076"
"1974050","1776744000000","18665"
"1974050","1776747600000","16932"
"1974050","1776751200000","13991"
"1974050","1776754800000","13007"
"1974050","1776758400000","12331"
"1974050","1776762000000","11895"
"1974050","1776765600000","11527"
"1974050","1776769200000","11351"
"1974050","1776772800000","11138"
"1974050","1776776400000","11293"
"1974050","1776780000000","11943"
"1974050","1776783600000","12438"
"1974050","1776787200000","13417"
"1974050","1776790800000","14426"
"1974050","1776794400000","15696"
"1974050","1776798000000","17238"
"1974050","1776801600000","18881"
"1974050","1776805200000","20233"
"1974050","1776808800000","21177"
"1974050","1776812400000","21426"
"1974050","1776816000000","21420"
"1974050","1776819600000","20508"
"1974050","1776823200000","19849"
"1974050","1776826800000","18801"
"1974050","1776830400000","17581"
"1974050","1776834000000","15846"
"1974050","1776837600000","14274"
"1974050","1776841200000","12931"
"1974050","1776844800000","12147"
"1974050","1776848400000","11682"
"1974050","1776852000000","11398"
"1974050","1776855600000","11074"
"1974050","1776859200000","10832"
"1974050","1776862800000","11037"
"1974050","1776866400000","11739"
"1974050","1776870000000","12485"
"1974050","1776873600000","13328"
"1974050","1776877200000","14202"
"1974050","1776880800000","15398"
"1974050","1776884400000","17000"
"1974050","1776888000000","17761"
"1974050","1776891600000","19782"
"1974050","1776895200000","20651"
"1974050","1776898800000","20672"
"1974050","1776902400000","20778"
"1974050","1776906000000","20112"
"1974050","1776909600000","19042"
"1974050","1776913200000","18096"
"1974050","1776916800000","16817"
"1974050","1776920400000","15367"
"1974050","1776924000000","13705"
"1974050","1776927600000","12556"
"1974050","1776931200000","11873"
"1974050","1776934800000","11562"
"1974050","1776938400000","11381"
"1974050","1776942000000","11043"
"1974050","1776945600000","10860"
"1974050","1776949200000","10948"
"1974050","1776952800000","11596"
"1974050","1776956400000","12027"
"1974050","1776960000000","13158"
"1974050","1776963600000","14172"
"1974050","1776967200000","15295"
"1974050","1776970800000","16754"
"1974050","1776974400000","18214"
"1974050","1776978000000","19473"
"1974050","1776981600000","20139"
"1974050","1776985200000","20856"
"1974050","1776988800000","20521"
"1974050","1776992400000","19574"
"1974050","1776996000000","18881"
"1974050","1776999600000","17914"
"1974050","1777003200000","16892"
"1974050","1777006800000","15760"
"1974050","1777010400000","14600"
"1974050","1777014000000","13441"
"1974050","1777017600000","12835"
"1974050","1777021200000","12426"
"1974050","1777024800000","12452"
"1974050","1777028400000","12361"
"1974050","1777032000000","12530"
"1974050","1777035600000","13020"
"1974050","1777039200000","13745"
"1974050","1777042800000","14789"
"1974050","1777046400000","15739"
"1974050","1777050000000","16715"
"1974050","1777053600000","17461"
"1974050","1777057200000","18652"
"1974050","1777060800000","19629"
"1974050","1777064400000","20565"
"1974050","1777068000000","21125"
"1974050","1777071600000","21313"
"1974050","1777075200000","20896"
"1974050","1777078800000","19982"
"1974050","1777082400000","19109"
"1974050","1777086000000","18102"
"1974050","1777089600000","17188"
"1974050","1777093200000","16030"
"1974050","1777096800000","14497"
"1974050","1777100400000","13254"
"1974050","1777104000000","12569"
"1974050","1777107600000","12305"
"1974050","1777111200000","12315"
"1974050","1777114800000","12363"
"1974050","1777118400000","12510"
"1974050","1777122000000","12953"
"1974050","1777125600000","13977"
"1974050","1777129200000","15027"
"1974050","1777132800000","16235"
"1974050","1777136400000","17102"
"1974050","1777140000000","17972"
"1974050","1777143600000","18868"
"1974050","1777147200000","19752"
"1974050","1777150800000","20490"
"1974050","1777154400000","20831"
"1974050","1777158000000","20433"
"1974050","1777161600000","19702"
"1974050","1777165200000","18714"
"1974050","1777168800000","17952"
"1974050","1777172400000","16998"
"1974050","1777176000000","15814"
"1974050","1777179600000","14108"
"1974050","1777183200000","12372"
"1974050","1777186800000","11067"
"1974050","1777190400000","10313"
"1974050","1777194000000","9833"
"1974050","1777197600000","9521"
"1974050","1777201200000","9215"
"1974050","1777204800000","9059"
"1974050","1777208400000","9187"
"1974050","1777212000000","9779"
"1974050","1777215600000","10342"
"1974050","1777219200000","11166"
"1974050","1777222800000","11919"
"1974050","1777226400000","12255"
"1974050","1777230000000","14425"
"1974050","1777233600000","15794"
"1974050","1777237200000","16791"
"1974050","1777240800000","17277"
"1974050","1777244400000","17423"
"1974050","1777248000000","16919"
"1974050","1777251600000","16324"
"1974050","1777255200000","15678"
"1974050","1777258800000","14932"
"1974050","1777262400000","13706"
"1974050","1777266000000","12415"
"1974050","1777269600000","10844"
"1974050","1777273200000","9414"
"1974050","1777276800000","8617"
"1974050","1777280400000","8251"
"1974050","1777284000000","8087"
"1974050","1777287600000","7885"
"1974050","1777291200000","7755"
"1974050","1777294800000","7811"
"1974050","1777298400000","8306"
"1974050","1777302000000","8912"
"1974050","1777305600000","9408"
"1974050","1777309200000","10098"
"1974050","1777312800000","11043"
"1974050","1777316400000","12363"
"1974050","1777320000000","13435"
"1974050","1777323600000","14474"
"1974050","1777327200000","15072"
"1974050","1777330800000","15169"
"1974050","1777334400000","14860"
"1974050","1777338000000","14238"
"1974050","1777341600000","13658"
"1974050","1777345200000","12762"
"1974050","1777348800000","11726"
"1974050","1777352400000","10496"
"1974050","1777356000000","7160"
"1974050","1777359600000","8101"
"1974050","1777363200000","7561"
"1974050","1777366800000","7349"
"1974050","1777370400000","7351"
"1974050","1777374000000","7129"
"1974050","1777377600000","6975"
"1974050","1777381200000","7091"
"1974050","1777384800000","7493"
"1974050","1777388400000","7688"
"1974050","1777392000000","8681"
"1974050","1777395600000","9343"
"1974050","1777399200000","10105"
"1974050","1777402800000","11248"
"1974050","1777406400000","12356"
"1974050","1777410000000","13044"
"1974050","1777413600000","13526"
"1974050","1777417200000","13669"
"1974050","1777420800000","13364"
"1974050","1777424400000","12830"
"1974050","1777428000000","12190"
"1974050","1777431600000","11462"
"1974050","1777435200000","10620"
"1974050","1777438800000","9488"
"1974050","1777442400000","8534"
"1974050","1777446000000","7732"
"1974050","1777449600000","7177"
"1974050","1777453200000","6938"
"1974050","1777456800000","6829"
"1974050","1777460400000","6712"
"1974050","1777464000000","6582"
"1974050","1777467600000","6718"
"1974050","1777471200000","7108"
"1974050","1777474800000","7590"
"1974050","1777478400000","8169"
"1974050","1777482000000","8743"
"1974050","1777485600000","9520"
"1974050","1777489200000","10355"
"1974050","1777492800000","11314"
"1974050","1777496400000","12224"
"1974050","1777500000000","12899"
"1974050","1777503600000","13079"
"1974050","1777507200000","12891"
"1974050","1777510800000","12256"
"1974050","1777514400000","11747"
"1974050","1777518000000","11132"
"1974050","1777521600000","10355"
"1974050","1777525200000","9516"
"1974050","1777528800000","8821"
"1974050","1777532400000","8200"
"1974050","1777536000000","7728"
"1974050","1777539600000","7652"
"1974050","1777543200000","7586"
"1974050","1777546800000","7640"
"1974050","1777550400000","7750"
"1974050","1777554000000","8019"
"1974050","1777557600000","8647"
"1974050","1777561200000","9358"
"1974050","1777564800000","10105"
"1974050","1777568400000","10534"
"1974050","1777572000000","11068"
"1974050","1777575600000","11747"
"1974050","1777579200000","12215"
"1974050","1777582800000","12891"
"1974050","1777586400000","13311"
"1974050","1777590000000","13177"
"1974050","1777593600000","12783"
"1974050","1777597200000","12269"
"1974050","1777600800000","11641"
"1974050","1777604400000","11119"
"1974050","1777608000000","10375"
"1974050","1777611600000","9572"
"1974050","1777615200000","8676"
"1974050","1777618800000","7958"
"1974050","1777622400000","7470"
"1974050","1777626000000","7317"
"1974050","1777629600000","7216"
"1974050","1777633200000","7321"
"1974050","1777636800000","7504"
"1974050","1777640400000","7872"
"1974050","1777644000000","8348"
"1974050","1777647600000","9028"
"1974050","1777651200000","9692"
"1974050","1777654800000","10260"
"1974050","1777658400000","10563"
"1974050","1777662000000","11028"
"1974050","1777665600000","11637"
"1974050","1777669200000","12144"
"1974050","1777672800000","12570"
"1974050","1777676400000","12647"
"1974050","1777680000000","12381"
"1974050","1777683600000","11809"
"1974050","1777687200000","11272"
"1974050","1777690800000","10659"
"1974050","1777694400000","9932"
"1974050","1777698000000","9140"
"1974050","1777701600000","8375"
"1974050","1777705200000","7579"
"1974050","1777708800000","7053"
"1974050","1777712400000","7035"
"1974050","1777716000000","7049"
"1974050","1777719600000","7216"
"1974050","1777723200000","7345"
"1974050","1777726800000","7709"
"1974050","1777730400000","8361"
"1974050","1777734000000","8976"
"1974050","1777737600000","9670"
"1974050","1777741200000","10220"
"1974050","1777744800000","10744"
"1974050","1777748400000","11152"
"1974050","1777752000000","11728"
"1974050","1777755600000","12204"
"1974050","1777759200000","12374"
"1974050","1777762800000","12181"
"1974050","1777766400000","11650"
"1974050","1777770000000","11081"
"1974050","1777773600000","10439"
"1974050","1777777200000","9802"
"1974050","1777780800000","8957"
"1974050","1777784400000","7920"
